symbol element   z   a       mass coherent_scattering_length_real coherent_scattering_length_imag incoherent_scattering_length_real incoherent_scattering_length_imag coherent_cross_section incoherent_cross_section total_cross_section
Pd104  Pd       46 104 103.904035                        7.700000                        0.000000                          0.000000                          0.000000               7.500000                 0.000000            7.500000
Pd105  Pd       46 105 104.905084                        5.500000                        0.000000                         -2.600000                          0.000000               3.800000                 0.800000            4.600000
Pd106  Pd       46 106 105.903483                        6.400000                        0.000000                          0.000000                          0.000000               5.100000                 0.000000            5.100000
Pd108  Pd       46 108 107.903894                        4.100000                        0.000000                          0.000000                          0.000000               2.100000                 0.000000            2.100000
Pd110  Pd       46 110 109.905152                        7.700000                        0.000000                          0.000000                          0.000000               7.500000                 0.000000            7.500000
Ag107  Ag       47 107 106.905093                        7.555000                        0.000000                          1.000000                          0.000000               7.170000                 0.130000            7.300000
Ag109  Ag       47 109 108.904756                        4.165000                        0.000000                         -1.600000                          0.000000               2.180000                 0.320000            2.500000
Cd106  Cd       48 106 105.906458                        5.000000                        0.000000                          0.000000                          0.000000               3.100000                 0.000000            3.100000
Cd108  Cd       48 108 107.904183                        5.400000                        0.000000                          0.000000                          0.000000               3.700000                 0.000000            3.700000
Cd110  Cd       48 110 109.903006                        5.900000                        0.000000                          0.000000                          0.000000               4.400000                 0.000000            4.400000
Cd111  Cd       48 111 110.904182                        6.500000                        0.000000                          0.000000                          0.000000               5.300000                 0.300000            5.600000
Cd112  Cd       48 112 111.902757                        6.400000                        0.000000                          0.000000                          0.000000               5.100000                 0.000000            5.100000
Cd113  Cd       48 113 112.904401                       -8.000000                       -5.730000                          0.000000                          0.000000              12.100000                 0.300000           12.400000
Cd114  Cd       48 114 113.903358                        7.500000                        0.000000                          0.000000                          0.000000               7.100000                 0.000000            7.100000
Cd116  Cd       48 116 115.904755                        6.300000                        0.000000                          0.000000                          0.000000               5.000000                 0.000000            5.000000
In113  In       49 113 112.904061                        5.390000                        0.000000                               nan                          0.000000               3.650000                 0.000037            3.650000
In115  In       49 115 114.903878                        4.010000                       -0.056200                         -2.100000                          0.000000               2.020000                 0.550000            2.570000
Sn112  Sn       50 112 111.904821                        6.000000                        0.000000                          0.000000                          0.000000               4.500000                 0.000000            4.500000
Sn114  Sn       50 114 113.902782                        6.200000                        0.000000                          0.000000                          0.000000               4.800000                 0.000000            4.800000
Sn115  Sn       50 115 114.903346                        6.000000                        0.000000                          0.000000                          0.000000               4.500000                 0.300000            4.800000
Sn116  Sn       50 116 115.901744                        5.930000                        0.000000                          0.000000                          0.000000               4.420000                 0.000000            4.420000
Sn117  Sn       50 117 116.902954                        6.480000                        0.000000                          0.000000                          0.000000               5.280000                 0.300000            5.600000
Sn118  Sn       50 118 117.901606                        6.070000                        0.000000                          0.000000                          0.000000               4.630000                 0.000000            4.630000
